,participant,block,taskID,stimulus_ID,stimulus_distractor,stimulus_congruency,response_ID,accuracy,rt
2140,6017,1,spatial,L,R,I,R,0,813.06
2141,6017,1,spatial,R,R,C,R,1,1410.6
2142,6017,1,spatial,L,R,I,L,1,1751.21
2143,6017,1,spatial,R,L,I,R,1,1381.31
2144,6017,1,spatial,L,R,I,L,1,674.66
2145,6017,1,spatial,R,R,C,R,1,560.77
2146,6017,1,spatial,L,L,C,L,1,407.81
2147,6017,1,spatial,R,L,I,R,1,480.93
2148,6017,1,spatial,L,L,C,L,1,522.99
2149,6017,1,spatial,L,R,I,L,1,791.47
2150,6017,1,spatial,R,R,C,R,1,554.78
2151,6017,1,spatial,L,L,C,L,1,807.62
2152,6017,1,spatial,R,L,I,R,1,482.91
2153,6017,1,spatial,L,L,C,L,1,454.68
2154,6017,1,spatial,R,R,C,R,1,520.01
2155,6017,1,spatial,R,L,I,R,1,515.29
2156,6017,1,spatial,L,L,C,L,1,627.71
2157,6017,1,spatial,R,L,I,R,1,577.87
2158,6017,1,spatial,L,L,C,L,1,901.56
2159,6017,1,spatial,R,L,I,R,1,507
2160,6017,1,spatial,L,L,C,L,1,611.33
2161,6017,1,spatial,R,L,I,R,1,450.39
2162,6017,1,spatial,L,R,I,L,1,648.7
2163,6017,1,spatial,L,L,C,L,1,667.63
2164,6017,1,spatial,R,L,I,R,1,663.37
2165,6017,1,spatial,L,L,C,L,1,596.19
2166,6017,1,spatial,R,L,I,R,1,591.72
2167,6017,1,spatial,L,L,C,L,1,618.16
2168,6017,1,spatial,R,L,I,R,1,512.08
2169,6017,1,spatial,L,R,I,L,1,538.56
2170,6017,1,spatial,R,R,C,R,1,479.15
2171,6017,1,spatial,L,R,I,L,1,466.3
2172,6017,1,spatial,R,R,C,R,1,625.57
2173,6017,1,spatial,L,L,C,L,1,519.35
2174,6017,1,spatial,L,R,I,L,1,631.93
2175,6017,1,spatial,R,R,C,R,1,598.27
2176,6017,1,spatial,L,R,I,L,1,453.04
2177,6017,1,spatial,R,R,C,R,1,588.8
2178,6017,1,spatial,R,L,I,R,1,552.95
2179,6017,1,spatial,R,R,C,R,1,509.1
2180,6017,1,spatial,L,R,I,L,1,582.39
2181,6017,1,spatial,L,L,C,L,1,601.1
2182,6017,1,spatial,R,L,I,R,1,1323.23
2183,6017,1,spatial,L,L,C,L,1,1038.35
2184,6017,1,spatial,R,L,I,R,1,381.81
2185,6017,1,spatial,L,L,C,L,1,524.92
2186,6017,1,spatial,R,L,I,R,1,481.38
2187,6017,1,spatial,R,R,C,R,1,577.87
2188,6017,1,spatial,R,L,I,R,1,463.88
2189,6017,1,spatial,R,R,C,R,1,552.67
2190,6017,1,spatial,L,L,C,L,1,534.75
2191,6017,1,spatial,R,R,C,R,1,592.48
2192,6017,1,spatial,L,R,I,L,1,494.23
2193,6017,1,spatial,R,R,C,R,1,458.3
2194,6017,1,spatial,L,L,C,L,1,554.88
2195,6017,1,spatial,R,R,C,R,1,425.35
2196,6017,1,spatial,L,R,I,L,1,467.11
2197,6017,1,spatial,R,R,C,R,1,415.6
2198,6017,1,spatial,L,R,I,L,1,465.59
2199,6017,1,spatial,L,L,C,L,1,538.83
2200,6017,1,spatial,R,R,C,R,1,596.49
2201,6017,1,spatial,R,L,I,R,1,474.76
2202,6017,1,spatial,L,L,C,L,1,666.55
2203,6017,1,spatial,R,R,C,R,1,490.29
2204,6017,1,spatial,R,L,I,R,1,477.65
2205,6017,1,spatial,R,R,C,R,1,566.44
2206,6017,1,spatial,L,L,C,L,1,468.1
2207,6017,1,spatial,R,R,C,R,1,510.4
2208,6017,1,spatial,L,R,I,L,1,458.78
2209,6017,1,spatial,R,R,C,R,1,461.68
2210,6017,1,spatial,R,L,I,R,1,622.34
2211,6017,1,spatial,R,R,C,R,1,578.5
2212,6017,1,spatial,L,L,C,L,1,526.9
2213,6017,1,spatial,R,L,I,R,1,873.53
2214,6017,1,spatial,R,R,C,R,1,424.14
2215,6017,1,spatial,L,R,I,L,1,434.69
2216,6017,1,spatial,R,R,C,R,1,609.42
2217,6017,1,spatial,L,R,I,L,1,612.66
2218,6017,1,spatial,R,L,I,R,1,561.05
2219,6017,1,spatial,L,L,C,L,1,610.9
2220,6017,1,spatial,R,L,I,R,1,481.13
2221,6017,1,spatial,R,R,C,R,1,499.44
2222,6017,1,spatial,L,L,C,L,1,565.01
2223,6017,1,spatial,L,R,I,L,1,505.7
2224,6017,1,spatial,R,R,C,R,1,760.73
2225,6017,1,spatial,L,R,I,L,1,592.34
2226,6017,1,spatial,L,L,C,L,1,462.71
2227,6017,1,spatial,R,R,C,R,1,535.75
2228,6017,1,spatial,L,R,I,L,1,515.39
2229,6017,1,spatial,R,L,I,R,1,596.45
2230,6017,1,spatial,L,L,C,L,1,513.63
2231,6017,1,spatial,L,R,I,L,1,469.78
2232,6017,1,spatial,R,L,I,R,1,574.06
2233,6017,1,spatial,R,R,C,R,1,663.55
2234,6017,1,spatial,L,R,I,L,1,1293.86
2235,6017,1,spatial,R,R,C,R,1,644.21
2236,6017,1,spatial,L,R,I,R,0,2092.88
2237,6017,1,spatial,R,R,C,R,1,1270.35
2238,6017,1,spatial,L,R,I,L,1,501.13
2239,6017,1,spatial,R,R,C,R,1,785.05
2240,6017,1,spatial,L,L,C,L,1,400.35
2241,6017,1,spatial,R,L,I,R,1,1043.53
2242,6017,1,spatial,L,L,C,L,1,414.54
2243,6017,1,spatial,L,R,I,L,1,628.28
2244,6017,1,spatial,R,R,C,R,1,724.77
2245,6017,1,spatial,L,L,C,L,1,431.4
2246,6017,1,spatial,L,R,I,L,1,730.89
2247,6017,1,spatial,L,L,C,L,1,1085.98
2248,6017,1,spatial,L,R,I,L,1,488.3
2249,6017,1,spatial,R,R,C,R,1,444.31
2250,6017,1,spatial,L,L,C,L,1,509.69
2251,6017,1,spatial,L,R,I,L,1,452.22
2252,6017,1,spatial,R,L,I,R,1,457.58
2253,6017,1,spatial,L,L,C,L,1,437.01
2254,6017,1,spatial,R,L,I,R,1,471.06
2255,6017,1,spatial,R,R,C,R,1,528.54
2256,6017,1,spatial,L,R,I,L,1,492.37
2257,6017,1,spatial,L,L,C,L,1,440.36
2258,6017,1,spatial,R,L,I,R,1,779.41
2259,6017,1,spatial,L,L,C,L,1,470.41
2260,6017,1,spatial,R,L,I,R,1,566.83
2261,6017,1,spatial,L,L,C,L,1,421.73
2262,6017,1,spatial,R,R,C,R,1,502.51
2263,6017,1,spatial,L,L,C,L,1,521.36
2264,6017,1,spatial,L,R,I,L,1,454.12
2265,6017,1,spatial,R,R,C,R,1,589.63
2266,6017,1,spatial,L,R,I,L,1,483.17
2267,6017,1,spatial,L,L,C,L,1,532.95
2268,6017,1,spatial,R,L,I,R,1,481.25
2269,6017,1,spatial,L,L,C,L,1,390.27
2270,6017,1,spatial,R,L,I,R,1,533.6
2271,6017,1,spatial,L,L,C,L,1,435.09
2272,6017,1,spatial,L,R,I,L,1,484.6
2273,6017,1,spatial,R,L,I,R,1,425.19
2274,6017,1,spatial,L,L,C,L,1,412.11
2275,6017,1,spatial,L,R,I,L,1,462.35
2276,6017,1,spatial,R,R,C,R,1,543.38
2277,6017,1,spatial,L,R,I,L,1,501.03
2278,6017,1,spatial,R,R,C,R,1,449.27
2279,6017,1,spatial,L,L,C,L,1,397.58
2280,6017,1,spatial,L,R,I,L,1,556.4
2281,6017,1,spatial,R,R,C,R,1,512.72
2282,6017,1,spatial,L,R,I,L,1,468.96
2283,6017,1,spatial,R,L,I,R,1,471.71
2284,6017,1,spatial,L,L,C,L,1,521.39
2285,6017,1,spatial,R,R,C,R,1,524.49
2286,6017,1,spatial,L,R,I,L,1,496.49
2287,6017,1,spatial,L,L,C,L,1,585.36
2288,6017,1,spatial,R,L,I,R,1,541.5
2289,6017,1,spatial,R,R,C,R,1,575.72
2290,6017,1,spatial,L,R,I,L,1,547.62
2291,6017,1,spatial,R,R,C,R,1,605.19
2292,6017,1,spatial,L,R,I,L,1,545.84
2293,6017,1,spatial,R,R,C,R,1,510
2294,6017,1,spatial,L,R,I,L,1,466.1
2295,6017,1,spatial,L,L,C,L,1,547.29
2296,6017,1,spatial,R,R,C,R,1,573.71
2297,6017,1,spatial,R,L,I,R,1,757.89
2298,6017,1,spatial,L,L,C,L,1,550.53
2299,6017,1,spatial,R,L,I,R,1,577.11
2300,6017,1,spatial,L,L,C,L,1,589.9
2301,6017,1,spatial,R,L,I,R,1,1048.26
2302,6017,1,spatial,L,L,C,L,1,497.34
2303,6017,1,spatial,R,R,C,R,1,672.16
2304,6017,1,spatial,L,R,I,L,1,643.94
2305,6018,2,spatial,R,R,C,R,1,1038.03
2306,6018,2,spatial,L,R,I,L,1,479.68
2307,6018,2,spatial,R,R,C,R,1,388.69
2308,6018,2,spatial,R,L,I,R,1,298.55
2309,6018,2,spatial,L,R,I,L,1,379.88
2310,6018,2,spatial,R,R,C,R,1,468.79
2311,6018,2,spatial,L,L,C,L,1,567.58
2312,6018,2,spatial,R,L,I,R,1,477.22
2313,6018,2,spatial,L,L,C,L,1,426.13
2314,6018,2,spatial,R,L,I,R,1,397.86
2315,6018,2,spatial,L,R,I,L,1,447.95
2316,6018,2,spatial,R,L,I,R,1,312.8
2317,6018,2,spatial,L,L,C,L,1,427.42
2318,6018,2,spatial,R,L,I,R,1,398.99
2319,6018,2,spatial,L,L,C,L,1,394.21
2320,6018,2,spatial,L,R,I,L,1,490.74
2321,6018,2,spatial,R,R,C,R,1,462.73
2322,6018,2,spatial,L,R,I,L,1,434.92
2323,6018,2,spatial,R,R,C,R,1,531.67
2324,6018,2,spatial,L,R,I,L,1,347.38
2325,6018,2,spatial,L,L,C,L,1,459.88
2326,6018,2,spatial,R,R,C,R,1,439.44
2327,6018,2,spatial,L,R,I,L,1,411.52
2328,6018,2,spatial,R,R,C,R,1,430.39
2329,6018,2,spatial,L,R,I,L,1,308.47
2330,6018,2,spatial,L,L,C,L,1,428.6
2331,6018,2,spatial,R,R,C,R,1,423.98
2332,6018,2,spatial,L,R,I,L,1,341.36
2333,6018,2,spatial,R,R,C,R,1,431.77
2334,6018,2,spatial,R,L,I,R,1,489.37
2335,6018,2,spatial,R,R,C,R,1,375.6
2336,6018,2,spatial,L,R,I,L,1,370.77
2337,6018,2,spatial,R,R,C,R,1,404.91
2338,6018,2,spatial,R,L,I,R,1,472.38
2339,6018,2,spatial,L,L,C,L,1,350.14
2340,6018,2,spatial,R,R,C,R,1,384.66
2341,6018,2,spatial,L,R,I,L,1,371.97
2342,6018,2,spatial,R,R,C,R,1,327.88
2343,6018,2,spatial,L,L,C,L,1,314.92
2344,6018,2,spatial,L,R,I,L,1,390.07
2345,6018,2,spatial,R,R,C,R,1,432
2346,6018,2,spatial,L,R,I,L,1,286.56
2347,6018,2,spatial,R,L,I,R,1,359.88
2348,6018,2,spatial,L,L,C,L,1,292.43
2349,6018,2,spatial,R,R,C,R,1,335.71
2350,6018,2,spatial,R,L,I,R,1,377.88
2351,6018,2,spatial,R,R,C,R,1,349.8
2352,6018,2,spatial,L,L,C,R,0,345.01
2353,6018,2,spatial,R,R,C,R,1,498.84
2354,6018,2,spatial,L,R,I,L,1,377.2
2355,6018,2,spatial,R,L,I,R,1,450.7
2356,6018,2,spatial,L,L,C,L,1,305.41
2357,6018,2,spatial,R,L,I,R,1,363.14
2358,6018,2,spatial,L,L,C,L,1,295.66
2359,6018,2,spatial,R,R,C,R,1,415.78
2360,6018,2,spatial,L,L,C,L,1,270.25
2361,6018,2,spatial,R,L,I,R,1,391.77
2362,6018,2,spatial,L,L,C,L,1,262.27
2363,6018,2,spatial,R,L,I,R,1,413.9
2364,6018,2,spatial,R,R,C,R,1,424.35
2365,6018,2,spatial,L,R,I,L,1,310.18
2366,6018,2,spatial,R,R,C,R,1,359.94
2367,6018,2,spatial,L,L,C,L,1,300.45
2368,6018,2,spatial,R,L,I,R,1,373.47
2369,6018,2,spatial,L,L,C,L,1,290.72
2370,6018,2,spatial,R,L,I,R,1,355.99
2371,6018,2,spatial,L,L,C,L,1,296.55
2372,6018,2,spatial,L,R,I,L,1,354.16
2373,6018,2,spatial,L,L,C,L,1,287.02
2374,6018,2,spatial,L,R,I,L,1,344.39
2375,6018,2,spatial,L,L,C,L,1,394.05
2376,6018,2,spatial,R,L,I,R,1,365.75
2377,6018,2,spatial,L,L,C,L,1,353.35
2378,6018,2,spatial,L,R,I,L,1,481.09
2379,6018,2,spatial,R,R,C,R,1,351.74
2380,6018,2,spatial,L,R,I,L,1,339
2381,6018,2,spatial,R,L,I,R,1,490.14
2382,6018,2,spatial,R,R,C,R,1,587.08
2383,6018,2,spatial,L,R,I,L,1,387.18
2384,6018,2,spatial,R,L,I,R,1,384.63
2385,6018,2,spatial,L,L,C,L,1,348.79
2386,6018,2,spatial,R,L,I,R,1,383.08
2387,6018,2,spatial,L,L,C,L,1,284.51
2388,6018,2,spatial,R,L,I,R,1,389.16
2389,6018,2,spatial,L,R,I,L,1,313.88
2390,6018,2,spatial,R,L,I,R,1,348.22
2391,6018,2,spatial,L,L,C,L,1,358.48
2392,6018,2,spatial,R,L,I,R,1,268.22
2393,6018,2,spatial,L,R,I,L,1,286.64
2394,6018,2,spatial,L,L,C,L,1,297.45
2395,6018,2,spatial,L,R,I,L,1,284.86
2396,6018,2,spatial,L,L,C,L,1,264.55
2397,6018,2,spatial,R,R,C,R,1,368.5
2398,6018,2,spatial,R,L,I,R,1,288.11
2399,6018,2,spatial,L,L,C,L,1,431.69
2400,6018,2,spatial,L,R,I,L,1,349
2401,6018,2,spatial,R,L,I,R,1,406.85
2402,6018,2,spatial,R,R,C,R,1,308.32
2403,6018,2,spatial,R,L,I,R,1,342.24
2404,6018,2,spatial,L,L,C,L,1,571.96
2405,6018,2,spatial,L,R,I,L,1,348.56
2406,6018,2,spatial,R,L,I,R,1,429.63
2407,6018,2,spatial,L,R,I,L,1,323.12
2408,6018,2,spatial,R,R,C,R,1,341.5
2409,6018,2,spatial,L,R,I,L,1,313.43
2410,6018,2,spatial,R,L,I,R,1,293.38
2411,6018,2,spatial,L,L,C,L,1,272.99
2412,6018,2,spatial,R,L,I,R,1,315.03
2413,6018,2,spatial,L,R,I,L,1,177.48
2414,6018,2,spatial,R,L,I,R,1,453.03
2415,6018,2,spatial,R,R,C,R,1,378.63
2416,6018,2,spatial,R,L,I,R,1,342.51
2417,6018,2,spatial,R,R,C,R,1,275.29
2418,6018,2,spatial,L,R,I,L,1,301.26
2419,6018,2,spatial,R,R,C,R,1,374.64
2420,6018,2,spatial,L,L,C,L,1,432.46
2421,6018,2,spatial,R,R,C,R,1,310.7
2422,6018,2,spatial,L,L,C,L,1,274.55
2423,6018,2,spatial,R,L,I,R,1,613.16
2424,6018,2,spatial,R,R,C,R,1,382.45
2425,6018,2,spatial,L,R,I,L,1,385.57
2426,6018,2,spatial,L,L,C,L,1,467.04
2427,6018,2,spatial,R,R,C,R,1,352.88
2428,6018,2,spatial,L,R,I,L,1,848.16
2429,6018,2,spatial,R,R,C,R,1,469.15
2430,6018,2,spatial,L,L,C,L,1,316.11
2431,6018,2,spatial,L,R,I,L,1,412.85
2432,6018,2,spatial,R,R,C,R,1,417.84
2433,6018,2,spatial,R,L,I,R,1,420.93
2434,6018,2,spatial,R,R,C,R,1,424.07
2435,6018,2,spatial,R,L,I,R,1,325.73
2436,6018,2,spatial,L,L,C,L,1,328.6
2437,6018,2,spatial,R,L,I,R,1,420.55
2438,6018,2,spatial,L,R,I,L,1,329.75
2439,6018,2,spatial,R,R,C,R,1,309.36
2440,6018,2,spatial,L,R,I,L,1,290.39
2441,6018,2,spatial,R,L,I,R,1,387.25
2442,6018,2,spatial,R,R,C,R,1,280.67
2443,6018,2,spatial,L,L,C,L,1,423.88
2444,6018,2,spatial,R,R,C,R,1,465.9
2445,6018,2,spatial,L,L,C,L,1,369.89
2446,6018,2,spatial,L,R,I,L,1,380.83
2447,6018,2,spatial,R,R,C,R,1,415.31
2448,6018,2,spatial,L,L,C,L,1,356.04
2449,6018,2,spatial,R,L,I,R,1,368.36
2450,6018,2,spatial,R,R,C,R,1,371.32
2451,6018,2,spatial,R,L,I,R,1,304.05
2452,6018,2,spatial,L,R,I,L,1,393.09
2453,6018,2,spatial,R,R,C,R,1,341.48
2454,6018,2,spatial,L,L,C,L,1,375.82
2455,6018,2,spatial,L,R,I,L,1,386.71
2456,6018,2,spatial,R,R,C,L,0,178.81
2457,6018,2,spatial,L,R,I,L,1,322.16
2458,6018,2,spatial,L,L,C,L,1,444
2459,6018,2,spatial,R,R,C,R,1,337.82
2460,6018,2,spatial,L,L,C,L,1,348.72
2461,6018,2,spatial,R,L,I,R,1,304.89
2462,6018,2,spatial,L,L,C,L,1,315.38
2463,6018,2,spatial,R,L,I,R,1,584.06
2464,6018,2,spatial,L,L,C,L,1,329.46
2465,6018,2,spatial,R,R,C,R,1,394.77
2466,6018,2,spatial,R,L,I,R,1,397.61
2467,6018,2,spatial,R,R,C,R,1,307.06
2468,6018,2,spatial,R,L,I,R,1,270.94
2469,6018,2,spatial,L,L,C,L,1,383.58
2470,6018,2,spatial,R,L,I,R,1,339.77
2471,6018,2,spatial,L,L,C,R,0,318.78
2472,6018,2,spatial,R,R,C,R,1,360.63
2473,6018,2,spatial,L,R,I,L,1,410.43
2474,6018,2,spatial,R,R,C,R,1,366.69
2475,6018,2,spatial,L,R,I,L,1,309.26
2476,6018,2,spatial,R,L,I,R,1,374.22
2477,6018,2,spatial,L,R,I,L,1,393.53
2478,6018,2,spatial,R,R,C,R,1,358.97
2479,6018,2,spatial,L,R,I,L,1,416.88
2480,6018,2,spatial,R,R,C,R,1,388.83
2481,6018,2,spatial,L,L,C,L,1,368.35
2482,6018,2,spatial,R,L,I,R,1,363.58
2483,6018,2,spatial,L,L,C,L,1,366.66
2484,6018,2,spatial,L,R,I,L,1,447.92
2485,6018,2,spatial,R,R,C,R,1,404.42
2486,6018,2,spatial,L,L,C,L,1,368.67
2487,6018,2,spatial,R,L,I,R,1,364.1
2488,6018,2,spatial,L,R,I,L,1,329.6
2489,6018,2,spatial,R,R,C,R,1,324.9
2490,6018,2,spatial,L,R,I,L,1,359.18
2491,6018,2,spatial,R,R,C,R,1,393.34
2492,6018,2,spatial,L,R,I,L,1,295.17
2493,6018,2,spatial,R,R,C,R,1,407.38
2494,6018,2,spatial,R,L,I,R,1,436.1
2495,6018,2,spatial,L,L,C,L,1,369.03
2496,6018,2,spatial,R,L,I,R,1,411.21
2497,6018,2,spatial,L,L,C,L,1,344.05
2498,6018,2,spatial,R,L,I,R,1,339.32
2499,6018,2,spatial,L,L,C,L,1,318.31
2500,6018,2,spatial,R,L,I,R,1,422.54
2501,6018,2,spatial,R,R,C,R,1,371.53
2502,6018,2,spatial,L,L,C,L,1,429.41
2503,6018,2,spatial,R,L,I,R,1,1018.51
2504,6018,2,spatial,L,L,C,L,1,397.78
2505,6018,2,spatial,L,R,I,L,1,440.02
2506,6018,2,spatial,R,L,I,R,1,356.9
2507,6018,2,spatial,L,L,C,L,1,500.18
2508,6018,2,spatial,R,L,I,R,1,425.46
2509,6018,2,spatial,L,L,C,L,1,452.03
2510,6018,2,spatial,L,R,I,L,1,415.74
2511,6018,2,spatial,R,R,C,R,1,403.55
2512,6018,2,spatial,R,L,I,R,1,352.28
2513,6018,2,spatial,R,R,C,R,1,318.24
2514,6018,2,spatial,L,R,I,L,1,359.67
2515,6018,2,spatial,R,R,C,R,1,347.64
2516,6018,2,spatial,L,L,C,L,1,350.51
2517,6018,2,spatial,R,L,I,R,1,314.49
2518,6018,2,spatial,R,R,C,R,1,382.2
2519,6018,2,spatial,L,R,I,L,1,362.05
2520,6018,2,spatial,R,L,I,R,1,372.9
2521,6018,2,spatial,L,L,C,L,1,352.35
2522,6018,2,spatial,R,L,I,R,1,308.51
2523,6018,2,spatial,L,R,I,L,1,366.14
2524,6018,2,spatial,R,R,C,R,1,385.02
2525,6018,2,spatial,L,R,I,L,1,974.43
2526,6018,2,spatial,L,L,C,L,1,361.61
2527,6018,2,spatial,L,R,I,L,1,301.93
2528,6018,2,spatial,L,L,C,L,1,453.16
2529,6018,2,spatial,R,L,I,R,1,495.24
2530,6018,2,spatial,L,R,I,L,1,396.93
2531,6018,2,spatial,L,L,C,L,1,322.05
2532,6018,2,spatial,R,L,I,R,1,363.88
2533,6018,2,spatial,L,L,C,L,1,351.39
2534,6018,2,spatial,R,L,I,R,1,549.64
2535,6018,2,spatial,L,L,C,L,1,326.55
2536,6018,2,spatial,L,R,I,L,1,485.74
2537,6018,2,spatial,R,R,C,R,1,457.6
2538,6018,2,spatial,R,L,I,R,1,406.01
2539,6018,2,spatial,R,R,C,R,1,301.96
2540,6018,2,spatial,L,L,C,L,1,382.84
2541,6018,2,spatial,R,R,C,R,1,471.86
2542,6018,2,spatial,L,L,C,L,1,451.34
2543,6018,2,spatial,R,L,I,R,1,360.84
2544,6018,2,spatial,L,L,C,R,0,176.54
2545,6018,2,spatial,R,L,I,R,1,358.6
2546,6018,2,spatial,L,L,C,L,1,486.97
2547,6018,2,spatial,R,L,I,R,1,466.74
2548,6018,2,spatial,L,L,C,L,1,399.76
2549,6018,2,spatial,R,R,C,R,1,356.06
2550,6018,2,spatial,R,L,I,R,1,390.58
2551,6018,2,spatial,L,L,C,L,1,325.58
2552,6018,2,spatial,R,R,C,R,1,390.96
2553,6018,2,spatial,L,R,I,L,1,355.19
2554,6018,2,spatial,R,R,C,R,1,451.93
2555,6018,2,spatial,R,L,I,R,1,384.67
2556,6018,2,spatial,L,L,C,L,1,551.79
2557,6018,2,spatial,L,R,I,L,1,383.18
2558,6018,2,spatial,R,R,C,R,1,315.68
2559,6018,2,spatial,R,L,I,R,1,342.11
2560,6018,2,spatial,L,L,C,L,1,337.22
2561,6020,1,spatial,R,R,C,R,1,445.36
2562,6020,1,spatial,L,R,I,L,1,401.86
2563,6020,1,spatial,R,R,C,R,1,404.81
2564,6020,1,spatial,R,L,I,R,1,369.04
2565,6020,1,spatial,R,R,C,R,1,317.29
2566,6020,1,spatial,L,R,I,L,1,296.86
2567,6020,1,spatial,R,L,I,R,1,338.93
2568,6020,1,spatial,L,R,I,L,1,271.7
2569,6020,1,spatial,R,R,C,R,1,282.5
2570,6020,1,spatial,L,R,I,L,1,277.45
2571,6020,1,spatial,R,R,C,R,1,287.94
2572,6020,1,spatial,L,L,C,L,1,267.48
2573,6020,1,spatial,R,L,I,R,1,325.42
2574,6020,1,spatial,L,L,C,L,1,257.6
2575,6020,1,spatial,R,L,I,R,1,283.99
2576,6020,1,spatial,L,R,I,L,1,248.08
2577,6020,1,spatial,L,L,C,L,1,345.06
2578,6020,1,spatial,R,L,I,R,1,286.91
2579,6020,1,spatial,R,R,C,L,0,321.17
2580,6020,1,spatial,L,R,I,L,1,771.96
2581,6020,1,spatial,R,R,C,R,1,385.14
2582,6020,1,spatial,R,L,I,R,1,318.04
2583,6020,1,spatial,L,L,C,L,1,344.35
2584,6020,1,spatial,L,R,I,L,1,261.65
2585,6020,1,spatial,R,R,C,R,1,358.18
2586,6020,1,spatial,R,L,I,R,1,353.52
2587,6020,1,spatial,R,R,C,R,1,340.97
2588,6020,1,spatial,R,L,I,R,1,358.93
2589,6020,1,spatial,L,L,C,L,1,275.8
2590,6020,1,spatial,R,R,C,R,1,403.61
2591,6020,1,spatial,L,R,I,L,1,320.9
2592,6020,1,spatial,R,R,C,R,1,355.36
2593,6020,1,spatial,L,L,C,L,1,329.33
2594,6020,1,spatial,L,R,I,L,1,364.94
2595,6020,1,spatial,R,R,C,R,1,313.69
2596,6020,1,spatial,L,R,I,L,1,262.05
2597,6020,1,spatial,R,R,C,R,1,327.47
2598,6020,1,spatial,L,R,I,L,1,213.47
2599,6020,1,spatial,R,R,C,R,1,239.65
2600,6020,1,spatial,L,R,I,L,1,258.54
2601,6020,1,spatial,R,L,I,R,1,268.88
2602,6020,1,spatial,L,R,I,L,1,225.21
2603,6020,1,spatial,L,L,C,L,1,336.99
2604,6020,1,spatial,R,L,I,R,1,316.43
2605,6020,1,spatial,L,L,C,L,1,280.28
2606,6020,1,spatial,R,L,I,R,1,267.27
2607,6020,1,spatial,L,R,I,L,1,238.78
2608,6020,1,spatial,L,L,C,R,0,265.05
2609,6020,1,spatial,R,L,I,R,1,405.58
2610,6020,1,spatial,L,L,C,L,1,236.68
2611,6020,1,spatial,R,L,I,R,1,280.68
2612,6020,1,spatial,R,R,C,R,1,345.94
2613,6020,1,spatial,L,L,C,L,1,233.88
2614,6020,1,spatial,R,L,I,R,1,275.78
2615,6020,1,spatial,L,R,I,L,1,255.41
2616,6020,1,spatial,R,R,C,R,1,336.63
2617,6020,1,spatial,L,R,I,L,1,573.76
2618,6020,1,spatial,R,R,C,R,1,319.36
2619,6020,1,spatial,L,R,I,L,1,322.54
2620,6020,1,spatial,R,R,C,R,1,270.93
2621,6020,1,spatial,L,R,I,R,0,281.87
2622,6020,1,spatial,R,L,I,L,0,440.93
2623,6020,1,spatial,L,L,C,L,1,420.9
2624,6020,1,spatial,L,R,I,L,1,353.63
2625,6020,1,spatial,L,L,C,R,0,371.67
2626,6020,1,spatial,R,R,C,R,1,409.38
2627,6020,1,spatial,R,L,I,R,1,358.08
2628,6020,1,spatial,L,L,C,L,1,290.84
2629,6020,1,spatial,R,R,C,R,1,311.41
2630,6020,1,spatial,L,L,C,L,1,369.32
2631,6020,1,spatial,R,L,I,R,1,263.18
2632,6020,1,spatial,R,R,C,R,1,406.58
2633,6020,1,spatial,L,R,I,L,1,323.85
2634,6020,1,spatial,R,L,I,R,1,350.07
2635,6020,1,spatial,L,L,C,L,1,282.71
2636,6020,1,spatial,R,L,I,R,1,254.6
2637,6020,1,spatial,R,R,C,R,1,351.02
2638,6020,1,spatial,L,L,C,L,1,275.99
2639,6020,1,spatial,R,R,C,R,1,224.4
2640,6020,1,spatial,L,R,I,L,1,266.32
2641,6020,1,spatial,L,L,C,R,0,347.55
2642,6020,1,spatial,R,R,C,R,1,399.96
2643,6020,1,spatial,L,L,C,L,1,286.06
2644,6020,1,spatial,R,L,I,R,1,383.01
2645,6020,1,spatial,L,L,C,L,1,260.96
2646,6020,1,spatial,R,L,I,R,1,279.55
2647,6020,1,spatial,R,R,C,R,1,360.73
2648,6020,1,spatial,L,R,I,L,1,277.9
2649,6020,1,spatial,R,R,C,R,1,314.34
2650,6020,1,spatial,L,R,I,L,1,309.62
2651,6020,1,spatial,R,R,C,R,1,297.08
2652,6020,1,spatial,L,L,C,L,1,276.62
2653,6020,1,spatial,R,R,C,R,1,302.84
2654,6020,1,spatial,R,L,I,R,1,329.32
2655,6020,1,spatial,L,R,I,L,1,301.23
2656,6020,1,spatial,R,R,C,R,1,288.6
2657,6020,1,spatial,R,L,I,R,1,346.31
2658,6020,1,spatial,L,R,I,L,1,294.93
2659,6020,1,spatial,L,L,C,L,1,251.06
2660,6020,1,spatial,R,R,C,L,0,207.39
2661,6020,1,spatial,L,R,I,L,1,725.7
2662,6020,1,spatial,R,R,C,R,1,338.52
2663,6020,1,spatial,L,R,I,L,1,327.41
2664,6020,1,spatial,R,R,C,R,1,322.75
2665,6020,1,spatial,L,R,I,L,1,304.23
2666,6020,1,spatial,R,R,C,R,1,252.61
2667,6020,1,spatial,L,R,I,L,1,239.91
2668,6020,1,spatial,R,R,C,R,1,258.2
2669,6020,1,spatial,L,R,I,L,1,276.69
2670,6020,1,spatial,R,R,C,R,1,294.73
2671,6020,1,spatial,L,R,I,L,1,431.15
2672,6020,1,spatial,L,L,C,L,1,402.95
2673,6020,1,spatial,R,L,I,R,1,329.66
2674,6020,1,spatial,L,L,C,L,1,301.28
2675,6020,1,spatial,R,L,I,R,1,335.3
