,participant,block,taskID,stimulus_ID,stimulus_distractor,stimulus_congruency,response_ID,accuracy,rt
4356,6004,2,colour,RED,RED,C,RED,1,403.81
4357,6004,2,colour,GREEN,RED,I,GREEN,1,336.04
4358,6004,2,colour,GREEN,GREEN,C,GREEN,1,299.22
4359,6004,2,colour,GREEN,RED,I,GREEN,1,379.48
4360,6004,2,colour,RED,GREEN,I,RED,1,553.73
4361,6004,2,colour,RED,RED,C,RED,1,478.21
4362,6004,2,colour,RED,GREEN,I,RED,1,527.58
4363,6004,2,colour,GREEN,GREEN,C,GREEN,1,342.85
4364,6004,2,colour,GREEN,RED,I,GREEN,1,243.65
4365,6004,2,colour,GREEN,GREEN,C,RED,0,323.81
4366,6004,2,colour,RED,GREEN,I,RED,1,734.66
4367,6004,2,colour,RED,RED,C,RED,1,409.43
4368,6004,2,colour,RED,GREEN,I,RED,1,435.52
4369,6004,2,colour,GREEN,GREEN,C,GREEN,1,422.35
4370,6004,2,colour,RED,RED,C,RED,1,385.74
4371,6004,2,colour,GREEN,GREEN,C,GREEN,1,458.43
4372,6004,2,colour,RED,RED,C,RED,1,562.37
4373,6004,2,colour,RED,GREEN,I,RED,1,479.23
4374,6004,2,colour,GREEN,RED,I,GREEN,1,427.05
4375,6004,2,colour,GREEN,GREEN,C,GREEN,1,423.28
4376,6004,2,colour,RED,RED,C,RED,1,457.19
4377,6004,2,colour,RED,GREEN,I,RED,1,584.84
4378,6004,2,colour,RED,RED,C,RED,1,384.59
4379,6004,2,colour,GREEN,RED,I,GREEN,1,347.86
4380,6004,2,colour,GREEN,GREEN,C,GREEN,1,279.87
4381,6004,2,colour,GREEN,RED,I,GREEN,1,313.7
4382,6004,2,colour,RED,GREEN,I,RED,1,479.75
4383,6004,2,colour,RED,RED,C,RED,1,310.56
4384,6004,2,colour,GREEN,RED,I,GREEN,1,406.64
4385,6004,2,colour,RED,GREEN,I,RED,1,440.26
4386,6004,2,colour,RED,RED,C,RED,1,309.97
4387,6004,2,colour,GREEN,GREEN,C,GREEN,1,413.75
4388,6004,2,colour,GREEN,RED,I,GREEN,1,283.64
4389,6004,2,colour,GREEN,GREEN,C,GREEN,1,371.66
4390,6004,2,colour,RED,GREEN,I,RED,1,756.7
4391,6004,2,colour,RED,RED,C,RED,1,361.22
4392,6004,2,colour,GREEN,GREEN,C,GREEN,1,425.99
4393,6004,2,colour,GREEN,RED,I,GREEN,1,358.16
4394,6004,2,colour,GREEN,GREEN,C,GREEN,1,321.59
4395,6004,2,colour,RED,GREEN,I,RED,1,425.61
4396,6004,2,colour,RED,RED,C,RED,1,397
4397,6004,2,colour,GREEN,RED,I,GREEN,1,368.3
4398,6004,2,colour,RED,RED,C,RED,1,441.22
4399,6004,2,colour,RED,GREEN,I,RED,1,412.17
4400,6004,2,colour,RED,RED,C,RED,1,414.73
4401,6004,2,colour,GREEN,RED,I,GREEN,1,174.98
4402,6004,2,colour,GREEN,GREEN,C,GREEN,1,302.18
4403,6004,2,colour,RED,GREEN,I,RED,1,281.07
4404,6004,2,colour,GREEN,GREEN,C,GREEN,1,392.56
4405,6004,2,colour,RED,RED,C,RED,1,332.43
4406,6004,2,colour,RED,GREEN,I,RED,1,373.84
4407,6004,2,colour,RED,RED,C,RED,1,321.5
4408,6004,2,colour,RED,GREEN,I,RED,1,277.08
4409,6004,2,colour,GREEN,GREEN,C,GREEN,1,240.3
4410,6004,2,colour,RED,GREEN,I,RED,1,359.71
4411,6004,2,colour,RED,RED,C,RED,1,408.75
4412,6004,2,colour,RED,GREEN,I,RED,1,317.5
4413,6004,2,colour,RED,RED,C,RED,1,335.36
4414,6004,2,colour,RED,GREEN,I,GREEN,0,244.21
4415,6004,2,colour,RED,RED,C,RED,1,324.77
4416,6004,2,colour,RED,GREEN,I,RED,1,358.49
4417,6004,2,colour,RED,RED,C,RED,1,337.22
4418,6004,2,colour,RED,GREEN,I,RED,1,339.83
4419,6004,2,colour,GREEN,RED,I,GREEN,1,404.73
4420,6004,2,colour,GREEN,GREEN,C,GREEN,1,391.58
4421,6004,2,colour,RED,RED,C,RED,1,354.93
4422,6004,2,colour,GREEN,RED,I,RED,0,341.8
4423,6004,2,colour,RED,GREEN,I,GREEN,0,383.37
4424,6004,2,colour,GREEN,GREEN,C,GREEN,1,424.88
4425,6004,2,colour,RED,RED,C,RED,1,404.03
4426,6004,2,colour,RED,GREEN,I,RED,1,375.17
4427,6004,2,colour,GREEN,GREEN,C,GREEN,1,424.23
4428,6004,2,colour,RED,GREEN,I,RED,1,567.61
4429,6004,2,colour,RED,RED,C,RED,1,382.8
4430,6004,2,colour,GREEN,RED,I,GREEN,1,369.67
4431,6004,2,colour,RED,GREEN,I,RED,1,333.13
4432,6004,2,colour,RED,RED,C,RED,1,374.64
4433,6004,2,colour,RED,GREEN,I,RED,1,345.79
4434,6004,2,colour,GREEN,GREEN,C,GREEN,1,482.55
4435,6004,2,colour,GREEN,RED,I,GREEN,1,352.42
4436,6004,2,colour,GREEN,GREEN,C,GREEN,1,348.54
4437,6004,2,colour,RED,GREEN,I,RED,1,397.64
4438,6004,2,colour,GREEN,GREEN,C,GREEN,1,431.49
4439,6004,2,colour,RED,GREEN,I,RED,1,379.21
4440,6004,2,colour,GREEN,GREEN,C,RED,0,405.04
4441,6004,2,colour,RED,RED,C,RED,1,454.82
4442,6004,2,colour,RED,GREEN,I,RED,1,347.68
4443,6004,2,colour,RED,RED,C,RED,1,321.44
4444,6004,2,colour,GREEN,GREEN,C,GREEN,1,386.45
4445,6004,2,colour,GREEN,RED,I,GREEN,1,318.61
4446,6004,2,colour,RED,GREEN,I,RED,1,336.69
4447,6004,2,colour,RED,RED,C,RED,1,307.76
4448,6004,2,colour,GREEN,RED,I,GREEN,1,388.4
4449,6004,2,colour,RED,RED,C,RED,1,346.29
4450,6004,2,colour,RED,GREEN,I,RED,1,358.53
4451,6004,2,colour,RED,RED,C,RED,1,321.87
4452,6004,2,colour,GREEN,RED,I,GREEN,1,381.14
4453,6004,2,colour,RED,GREEN,I,RED,1,364.06
4454,6004,2,colour,GREEN,GREEN,C,GREEN,1,319.49
4455,6004,2,colour,RED,RED,C,RED,1,384.46
4456,6004,2,colour,RED,GREEN,I,RED,1,318.89
4457,6004,2,colour,GREEN,RED,I,GREEN,1,461.67
4458,6004,2,colour,RED,GREEN,I,RED,1,370.59
4459,6004,2,colour,RED,RED,C,RED,1,318.37
4460,6004,2,colour,RED,GREEN,I,RED,1,338.49
4461,6004,2,colour,GREEN,RED,I,GREEN,1,434.38
4462,6004,2,colour,GREEN,GREEN,C,GREEN,1,382.04
4463,6004,2,colour,RED,RED,C,RED,1,462.43
4464,6004,2,colour,GREEN,GREEN,C,GREEN,1,279.09
4465,6004,2,colour,GREEN,RED,I,RED,0,211.29
4466,6004,2,colour,GREEN,GREEN,C,GREEN,1,439.97
4467,6004,2,colour,RED,GREEN,I,RED,1,434.59
4468,6004,2,colour,GREEN,RED,I,GREEN,1,421.63
4469,6004,2,colour,GREEN,GREEN,C,GREEN,1,361.7
4470,6004,2,colour,GREEN,RED,I,GREEN,1,301.68
4471,6004,2,colour,RED,GREEN,I,RED,1,350.74
4472,6004,2,colour,GREEN,GREEN,C,GREEN,1,423.61
4473,6004,2,colour,GREEN,RED,I,GREEN,1,378.91
4474,6004,2,colour,RED,RED,C,RED,1,381.54
4475,6004,2,colour,RED,GREEN,I,RED,1,384.15
4476,6004,2,colour,GREEN,RED,I,GREEN,1,402.03
4477,6004,2,colour,GREEN,GREEN,C,GREEN,1,365.46
4478,6004,2,colour,RED,GREEN,I,RED,1,383.43
4479,6004,2,colour,GREEN,GREEN,C,GREEN,1,386.04
4480,6004,2,colour,GREEN,RED,I,GREEN,1,333.87
4481,6004,2,colour,GREEN,GREEN,C,GREEN,1,312.68
4482,6004,2,colour,GREEN,RED,I,GREEN,1,316.95
4483,6004,2,colour,RED,GREEN,I,RED,1,272.31
4484,6004,2,colour,RED,RED,C,RED,1,313.75
4485,6004,2,colour,RED,GREEN,I,RED,1,373.19
4486,6004,2,colour,GREEN,GREEN,C,GREEN,1,344.53
4487,6004,2,colour,GREEN,RED,I,GREEN,1,370.54
4488,6004,2,colour,GREEN,GREEN,C,GREEN,1,302.72
4489,6004,2,colour,GREEN,RED,I,GREEN,1,141.17
4490,6004,2,colour,RED,RED,C,RED,1,346.24
4491,6004,2,colour,RED,GREEN,I,RED,1,333.36
4492,6004,2,colour,GREEN,RED,I,RED,0,320.3
4493,6004,2,colour,GREEN,GREEN,C,GREEN,1,432.13
4494,6004,2,colour,GREEN,RED,I,GREEN,1,278.38
4495,6004,2,colour,RED,RED,C,GREEN,0,202.7
4496,6004,2,colour,GREEN,GREEN,C,GREEN,1,408.03
4497,6004,2,colour,RED,GREEN,I,RED,1,466.66
4498,6004,2,colour,GREEN,GREEN,C,GREEN,1,471.28
4499,6004,2,colour,RED,RED,C,RED,1,426.96
4500,6004,2,colour,GREEN,GREEN,C,GREEN,1,382.7
4501,6004,2,colour,RED,GREEN,I,RED,1,361.71
4502,6004,2,colour,GREEN,GREEN,C,GREEN,1,536.2
4503,6004,2,colour,RED,RED,C,RED,1,421.82
4504,6004,2,colour,RED,GREEN,I,GREEN,0,346.38
4505,6004,2,colour,RED,RED,C,RED,1,419.23
4506,6004,2,colour,RED,GREEN,I,RED,1,359.19
4507,6004,2,colour,RED,RED,C,RED,1,283.5
4508,6004,2,colour,RED,GREEN,I,RED,1,356.29
4509,6004,2,colour,RED,RED,C,RED,1,298.21
4510,6004,2,colour,RED,GREEN,I,RED,1,355.26
4511,6004,2,colour,GREEN,RED,I,GREEN,1,443.85
4512,6004,2,colour,GREEN,GREEN,C,GREEN,1,336.86
4513,6004,2,colour,RED,GREEN,I,RED,1,378.16
4514,6004,2,colour,GREEN,GREEN,C,GREEN,1,470.46
4515,6004,2,colour,GREEN,RED,I,GREEN,1,363.67
4516,6004,2,colour,GREEN,GREEN,C,GREEN,1,498.74
4517,6004,2,colour,GREEN,RED,I,GREEN,1,337.28
4518,6004,2,colour,GREEN,GREEN,C,GREEN,1,355.28
4519,6004,2,colour,RED,RED,C,RED,1,381.01
4520,6004,2,colour,GREEN,RED,I,GREEN,1,532
4521,6004,2,colour,RED,RED,C,RED,1,464.48
4522,6004,2,colour,RED,GREEN,I,GREEN,0,466.53
4523,6004,2,colour,GREEN,GREEN,C,GREEN,1,369.84
4524,6004,2,colour,GREEN,RED,I,GREEN,1,340.49
4525,6004,2,colour,RED,GREEN,I,RED,1,351.29
4526,6004,2,colour,GREEN,GREEN,C,RED,0,259.55
4527,6004,2,colour,GREEN,RED,I,GREEN,1,629.34
4528,6004,2,colour,RED,GREEN,I,RED,1,522.77
4529,6004,2,colour,GREEN,RED,I,GREEN,1,550.92
4530,6004,2,colour,RED,GREEN,I,RED,1,483.18
4531,6004,2,colour,RED,RED,C,RED,1,454.87
4532,6004,2,colour,GREEN,RED,I,GREEN,1,426.12
4533,6004,2,colour,RED,RED,C,RED,1,360
4534,6004,2,colour,RED,GREEN,I,GREEN,0,471.76
4535,6004,2,colour,GREEN,GREEN,C,GREEN,1,591.29
4536,6004,2,colour,GREEN,RED,I,GREEN,1,953.47
4537,6004,2,colour,GREEN,GREEN,C,GREEN,1,613.16
4538,6004,2,colour,RED,GREEN,I,RED,1,350.41
4539,6004,2,colour,GREEN,RED,I,RED,0,399.49
4540,6004,2,colour,GREEN,GREEN,C,GREEN,1,441.19
4541,6004,2,colour,GREEN,RED,I,GREEN,1,404.82
4542,6004,2,colour,RED,GREEN,I,RED,1,329.35
4543,6004,2,colour,RED,RED,C,RED,1,315.96
4544,6004,2,colour,GREEN,RED,I,GREEN,1,273.88
4545,6004,2,colour,GREEN,GREEN,C,GREEN,1,268.16
4546,6004,2,colour,GREEN,RED,I,GREEN,1,348.74
4547,6004,2,colour,GREEN,GREEN,C,GREEN,1,421.58
4548,6004,2,colour,RED,RED,C,RED,1,260.05
4549,6004,2,colour,RED,GREEN,I,RED,1,340.36
4550,6004,2,colour,GREEN,GREEN,C,GREEN,1,303.99
4551,6004,2,colour,GREEN,RED,I,GREEN,1,400.03
4552,6004,2,colour,RED,RED,C,GREEN,0,347.97
4553,6004,2,colour,GREEN,GREEN,C,GREEN,1,428.58
4554,6004,2,colour,RED,RED,C,RED,1,423.11
4555,6004,2,colour,GREEN,GREEN,C,GREEN,1,371.09
4556,6004,2,colour,GREEN,RED,I,GREEN,1,397.12
4557,6004,2,colour,RED,GREEN,I,RED,1,378.51
4558,6004,2,colour,RED,RED,C,RED,1,435.57
4559,6004,2,colour,RED,GREEN,I,RED,1,391.28
4560,6004,2,colour,GREEN,RED,I,GREEN,1,495.46
4561,6004,2,colour,GREEN,GREEN,C,GREEN,1,365.52
4562,6004,2,colour,GREEN,RED,I,GREEN,1,328.78
4563,6004,2,colour,RED,GREEN,I,RED,1,425.07
4564,6004,2,colour,GREEN,GREEN,C,GREEN,1,365.09
4565,6004,2,colour,RED,GREEN,I,RED,1,510.38
4566,6004,2,colour,GREEN,RED,I,GREEN,1,349.13
4567,6004,2,colour,RED,GREEN,I,RED,1,437.38
4568,6004,2,colour,GREEN,RED,I,GREEN,1,322.73
4569,6004,2,colour,GREEN,GREEN,C,GREEN,1,418.88
4570,6004,2,colour,GREEN,RED,I,GREEN,1,358.93
4571,6004,2,colour,GREEN,GREEN,C,GREEN,1,330.24
4572,6004,2,colour,RED,GREEN,I,RED,1,301.44
4573,6004,2,colour,GREEN,GREEN,C,GREEN,1,358.52
4574,6004,2,colour,RED,RED,C,RED,1,329.89
4575,6004,2,colour,GREEN,GREEN,C,GREEN,1,294.72
4576,6004,2,colour,RED,GREEN,I,RED,1,344.51
4577,6004,2,colour,RED,RED,C,RED,1,323.18
4578,6004,2,colour,GREEN,GREEN,C,GREEN,1,302.11
4579,6004,2,colour,GREEN,RED,I,GREEN,1,282.64
4580,6004,2,colour,GREEN,GREEN,C,GREEN,1,308.59
4581,6004,2,colour,GREEN,RED,I,GREEN,1,334.32
4582,6004,2,colour,RED,GREEN,I,RED,1,297.68
4583,6004,2,colour,RED,RED,C,RED,1,292.44
4584,6004,2,colour,RED,GREEN,I,RED,1,341.55
4585,6004,2,colour,RED,RED,C,RED,1,351.62
4586,6004,2,colour,GREEN,GREEN,C,GREEN,1,268.21
4587,6004,2,colour,RED,GREEN,I,RED,1,419.1
4588,6004,2,colour,RED,RED,C,RED,1,374.71
4589,6004,2,colour,RED,GREEN,I,RED,1,308.8
4590,6004,2,colour,GREEN,GREEN,C,GREEN,1,272.2
4591,6004,2,colour,RED,GREEN,I,RED,1,149.68
4592,6004,2,colour,RED,RED,C,RED,1,255.51
4593,6004,2,colour,RED,GREEN,I,RED,1,375.18
4594,6004,2,colour,RED,RED,C,RED,1,385.49
4595,6004,2,colour,RED,GREEN,I,RED,1,364.55
4596,6004,2,colour,GREEN,GREEN,C,GREEN,1,328.04
4597,6004,2,colour,GREEN,RED,I,RED,0,291.48
4598,6004,2,colour,GREEN,GREEN,C,GREEN,1,465.87
4599,6004,2,colour,RED,RED,C,RED,1,499.55
4600,6004,2,colour,GREEN,RED,I,GREEN,1,337.92
4601,6004,2,colour,GREEN,GREEN,C,GREEN,1,309.33
4602,6004,2,colour,GREEN,RED,I,GREEN,1,297.53
4603,6004,2,colour,RED,GREEN,I,RED,1,432.63
4604,6004,2,colour,GREEN,RED,I,GREEN,1,404.05
4605,6004,2,colour,GREEN,GREEN,C,GREEN,1,273.84
4606,6004,2,colour,GREEN,RED,I,GREEN,1,283.85
4607,6004,2,colour,GREEN,GREEN,C,GREEN,1,334.49
4608,6004,2,colour,GREEN,RED,I,GREEN,1,328.62
4609,6006,1,colour,RED,RED,C,RED,1,841.16
4610,6006,1,colour,RED,GREEN,I,RED,1,649.02
4611,6006,1,colour,RED,RED,C,RED,1,605.13
4612,6006,1,colour,RED,GREEN,I,RED,1,623.69
4613,6006,1,colour,GREEN,GREEN,C,GREEN,1,659.94
4614,6006,1,colour,GREEN,RED,I,GREEN,1,459.65
4615,6006,1,colour,GREEN,GREEN,C,GREEN,1,571.5
4616,6006,1,colour,RED,GREEN,I,GREEN,0,777.21
4617,6006,1,colour,RED,RED,C,RED,1,555.24
4618,6006,1,colour,RED,GREEN,I,RED,1,1042.37
4619,6006,1,colour,RED,RED,C,RED,1,836.56
4620,6006,1,colour,GREEN,GREEN,C,GREEN,1,714.48
4621,6006,1,colour,RED,RED,C,RED,1,639.32
4622,6006,1,colour,RED,GREEN,I,RED,1,1095
4623,6006,1,colour,RED,RED,C,RED,1,536.34
4624,6006,1,colour,GREEN,RED,I,GREEN,1,929.4
4625,6006,1,colour,GREEN,GREEN,C,GREEN,1,901.2
4626,6006,1,colour,GREEN,RED,I,GREEN,1,724.82
4627,6006,1,colour,RED,RED,C,RED,1,696.37
4628,6006,1,colour,RED,GREEN,I,RED,1,605.5
4629,6006,1,colour,GREEN,RED,I,GREEN,1,717.46
4630,6006,1,colour,RED,GREEN,I,RED,1,595.32
4631,6006,1,colour,RED,RED,C,RED,1,793.47
4632,6006,1,colour,RED,GREEN,I,RED,1,626.13
4633,6006,1,colour,GREEN,RED,I,GREEN,1,574.17
4634,6006,1,colour,GREEN,GREEN,C,GREEN,1,655.16
4635,6006,1,colour,GREEN,RED,I,GREEN,1,650.35
4636,6006,1,colour,RED,RED,C,RED,1,661.05
4637,6006,1,colour,GREEN,GREEN,C,GREEN,1,650.26
4638,6006,1,colour,GREEN,RED,I,GREEN,1,653.07
4639,6006,1,colour,GREEN,GREEN,C,GREEN,1,991.7
4640,6006,1,colour,GREEN,RED,I,GREEN,1,503
4641,6006,1,colour,GREEN,GREEN,C,GREEN,1,513.54
4642,6006,1,colour,GREEN,RED,I,GREEN,1,563.1
4643,6006,1,colour,RED,GREEN,I,RED,1,542.23
4644,6006,1,colour,RED,RED,C,RED,1,560.39
4645,6006,1,colour,RED,GREEN,I,RED,1,375.88
4646,6006,1,colour,GREEN,RED,I,GREEN,1,518.79
4647,6006,1,colour,GREEN,GREEN,C,GREEN,1,1575.95
4648,6006,1,colour,GREEN,RED,I,GREEN,1,627.22
4649,6006,1,colour,GREEN,GREEN,C,GREEN,1,637.93
4650,6006,1,colour,GREEN,RED,I,GREEN,1,1039.32
4651,6006,1,colour,RED,GREEN,I,RED,1,770.74
4652,6006,1,colour,RED,RED,C,RED,1,554.88
4653,6006,1,colour,RED,GREEN,I,RED,1,416.95
4654,6006,1,colour,RED,RED,C,RED,1,403.77
4655,6006,1,colour,RED,GREEN,I,RED,1,390.92
4656,6006,1,colour,GREEN,GREEN,C,GREEN,1,603.97
4657,6006,1,colour,RED,RED,C,RED,1,481.95
4658,6006,1,colour,GREEN,RED,I,GREEN,1,718.81
4659,6006,1,colour,RED,GREEN,I,RED,1,409.44
4660,6006,1,colour,GREEN,RED,I,GREEN,1,396.41
4661,6006,1,colour,GREEN,GREEN,C,GREEN,1,516.15
4662,6006,1,colour,GREEN,RED,I,GREEN,1,479.77
4663,6006,1,colour,GREEN,GREEN,C,GREEN,1,653.66
4664,6006,1,colour,GREEN,RED,I,GREEN,1,477.46
4665,6006,1,colour,RED,RED,C,RED,1,511.21
4666,6006,1,colour,RED,GREEN,I,RED,1,381.15
4667,6006,1,colour,GREEN,GREEN,C,GREEN,1,453.99
4668,6006,1,colour,GREEN,RED,I,GREEN,1,472.19
4669,6006,1,colour,RED,GREEN,I,RED,1,365.41
4670,6006,1,colour,GREEN,RED,I,RED,0,344.59
4671,6006,1,colour,RED,RED,C,RED,1,401.61
4672,6006,1,colour,RED,GREEN,I,RED,1,372.87
4673,6006,1,colour,GREEN,GREEN,C,GREEN,1,437.81
4674,6006,1,colour,RED,GREEN,I,GREEN,0,674.59
4675,6006,1,colour,GREEN,GREEN,C,GREEN,1,693.15
4676,6006,1,colour,RED,GREEN,I,RED,1,555
4677,6006,1,colour,RED,RED,C,RED,1,675.17
4678,6006,1,colour,RED,GREEN,I,RED,1,420.45
4679,6006,1,colour,GREEN,GREEN,C,GREEN,1,602.62
4680,6006,1,colour,RED,GREEN,I,RED,1,738.29
4681,6006,1,colour,GREEN,GREEN,C,GREEN,1,1178.72
4682,6006,1,colour,RED,GREEN,I,RED,1,893.21
4683,6006,1,colour,RED,RED,C,RED,1,437.26
4684,6006,1,colour,GREEN,GREEN,C,GREEN,1,456.02
4685,6006,1,colour,RED,RED,C,RED,1,747.17
4686,6006,1,colour,GREEN,RED,I,RED,0,585.94
4687,6006,1,colour,GREEN,GREEN,C,GREEN,1,1236.83
4688,6006,1,colour,RED,GREEN,I,RED,1,1430.49
4689,6006,1,colour,RED,RED,C,RED,1,973
4690,6006,1,colour,RED,GREEN,I,RED,1,851.08
4691,6006,1,colour,RED,RED,C,RED,1,581.2
4692,6006,1,colour,RED,GREEN,I,RED,1,748.03
4693,6006,1,colour,RED,RED,C,RED,1,579.07
4694,6006,1,colour,GREEN,RED,I,GREEN,1,1081.55
4695,6006,1,colour,RED,RED,C,RED,1,678.62
4696,6006,1,colour,RED,GREEN,I,RED,1,1408.07
4697,6006,1,colour,RED,RED,C,RED,1,685.28
4698,6006,1,colour,RED,GREEN,I,RED,1,1313.18
4699,6006,1,colour,GREEN,GREEN,C,GREEN,1,1207.68
4700,6006,1,colour,GREEN,RED,I,GREEN,1,844.03
4701,6006,1,colour,GREEN,GREEN,C,GREEN,1,706.56
4702,6006,1,colour,GREEN,RED,I,GREEN,1,631.34
4703,6006,1,colour,GREEN,GREEN,C,GREEN,1,618.47
4704,6006,1,colour,RED,RED,C,RED,1,769.84
4705,6006,1,colour,GREEN,RED,I,GREEN,1,913.59
4706,6006,1,colour,RED,GREEN,I,RED,1,1206
4707,6006,1,colour,RED,RED,C,RED,1,1467.46
4708,6006,1,colour,GREEN,RED,I,GREEN,1,1166.94
4709,6006,1,colour,RED,RED,C,RED,1,1006.32
4710,6006,1,colour,RED,GREEN,I,RED,1,1697.14
4711,6006,1,colour,RED,RED,C,RED,1,670.27
4712,6006,1,colour,GREEN,RED,I,GREEN,1,1493.12
4713,6006,1,colour,GREEN,GREEN,C,GREEN,1,544.11
4714,6006,1,colour,GREEN,RED,I,GREEN,1,671.9
4715,6006,1,colour,RED,GREEN,I,RED,1,2057.2
4716,6006,1,colour,GREEN,GREEN,C,GREEN,1,679.34
4717,6006,1,colour,GREEN,RED,I,GREEN,1,845.73
4718,6006,1,colour,GREEN,GREEN,C,GREEN,1,568.18
4719,6006,1,colour,RED,GREEN,I,RED,1,570.94
4720,6006,1,colour,GREEN,GREEN,C,GREEN,1,605.01
4721,6006,1,colour,GREEN,RED,I,GREEN,1,1320.47
4722,6006,1,colour,RED,GREEN,I,RED,1,574.34
4723,6006,1,colour,GREEN,GREEN,C,GREEN,1,889.6
4724,6006,1,colour,RED,RED,C,RED,1,978.91
4725,6006,1,colour,RED,GREEN,I,RED,1,747.94
4726,6006,1,colour,GREEN,GREEN,C,GREEN,1,594.58
4727,6006,1,colour,GREEN,RED,I,GREEN,1,433.28
4728,6006,1,colour,GREEN,GREEN,C,GREEN,1,490.55
4729,6006,1,colour,GREEN,RED,I,GREEN,1,1407.07
4730,6006,1,colour,GREEN,GREEN,C,GREEN,1,536.16
4731,6006,1,colour,RED,RED,C,RED,1,679.56
4732,6006,1,colour,RED,GREEN,I,RED,1,768.13
4733,6006,1,colour,RED,RED,C,RED,1,575.82
4734,6006,1,colour,GREEN,GREEN,C,GREEN,1,601.88
4735,6006,1,colour,RED,RED,C,RED,1,698.36
4736,6006,1,colour,RED,GREEN,I,RED,1,1021.56
4737,6006,1,colour,RED,RED,C,RED,1,478.13
4738,6006,1,colour,GREEN,RED,I,GREEN,1,535.32
4739,6006,1,colour,RED,RED,C,RED,1,663
4740,6006,1,colour,GREEN,RED,I,GREEN,1,1009.52
4741,6006,1,colour,GREEN,GREEN,C,GREEN,1,559.83
4742,6006,1,colour,RED,GREEN,I,RED,1,742.17
4743,6006,1,colour,RED,RED,C,RED,1,596.55
4744,6006,1,colour,RED,GREEN,I,RED,1,482.1
4745,6006,1,colour,GREEN,GREEN,C,GREEN,1,578.35
4746,6006,1,colour,RED,RED,C,RED,1,518.57
4747,6006,1,colour,GREEN,RED,I,GREEN,1,942.89
4748,6006,1,colour,RED,RED,C,RED,1,782.18
4749,6006,1,colour,RED,GREEN,I,RED,1,980.28
4750,6006,1,colour,GREEN,RED,I,GREEN,1,616.45
4751,6006,1,colour,RED,RED,C,RED,1,611.4
4752,6006,1,colour,GREEN,GREEN,C,GREEN,1,543.92
4753,6006,1,colour,GREEN,RED,I,GREEN,1,593.24
4754,6006,1,colour,RED,RED,C,RED,1,705.28
4755,6006,1,colour,RED,GREEN,I,RED,1,919.04
4756,6006,1,colour,RED,RED,C,RED,1,517.74
4757,6006,1,colour,GREEN,RED,I,GREEN,1,473.55
4758,6006,1,colour,GREEN,GREEN,C,GREEN,1,530.66
4759,6006,1,colour,GREEN,RED,I,GREEN,1,439.58
4760,6006,1,colour,RED,RED,C,RED,1,1137.12
4761,6006,1,colour,GREEN,GREEN,C,GREEN,1,515.66
4762,6006,1,colour,GREEN,RED,I,GREEN,1,1400.88
4763,6006,1,colour,RED,GREEN,I,RED,1,1014.41
4764,6006,1,colour,GREEN,GREEN,C,GREEN,1,837.91
4765,6006,1,colour,RED,GREEN,I,RED,1,1075.19
4766,6006,1,colour,GREEN,RED,I,GREEN,1,619.53
4767,6006,1,colour,RED,GREEN,I,RED,1,1473.83
4768,6006,1,colour,RED,RED,C,RED,1,517.24
4769,6006,1,colour,RED,GREEN,I,RED,1,746.54
4770,6006,1,colour,GREEN,GREEN,C,GREEN,1,624.4
4771,6006,1,colour,RED,GREEN,I,RED,1,744.49
4772,6006,1,colour,GREEN,GREEN,C,GREEN,1,669.15
4773,6006,1,colour,GREEN,RED,I,GREEN,1,437.84
4774,6006,1,colour,RED,RED,C,RED,1,534.29
4775,6006,1,colour,GREEN,RED,I,GREEN,1,466.56
4776,6006,1,colour,RED,RED,C,RED,1,453.76
4777,6006,1,colour,RED,GREEN,I,RED,1,840.69
4778,6006,1,colour,GREEN,GREEN,C,GREEN,1,812.78
4779,6006,1,colour,GREEN,RED,I,GREEN,1,542.63
4780,6006,1,colour,GREEN,GREEN,C,GREEN,1,779.63
4781,6006,1,colour,GREEN,RED,I,GREEN,1,470.14
4782,6006,1,colour,RED,GREEN,I,RED,1,628.68
4783,6006,1,colour,GREEN,GREEN,C,GREEN,1,756.48
4784,6006,1,colour,RED,RED,C,RED,1,540.71
4785,6006,1,colour,GREEN,GREEN,C,GREEN,1,996.04
4786,6006,1,colour,RED,RED,C,RED,1,593.81
4787,6006,1,colour,RED,GREEN,I,GREEN,0,580.94
4788,6006,1,colour,RED,RED,C,RED,1,1137.99
4789,6006,1,colour,RED,GREEN,I,RED,1,391.83
4790,6006,1,colour,GREEN,RED,I,GREEN,1,472.32
4791,6006,1,colour,GREEN,GREEN,C,GREEN,1,857.76
4792,6006,1,colour,GREEN,RED,I,GREEN,1,400.06
4793,6006,1,colour,RED,RED,C,RED,1,456.98
4794,6006,1,colour,GREEN,GREEN,C,GREEN,1,467.31
4795,6006,1,colour,RED,GREEN,I,RED,1,901.58
4796,6006,1,colour,GREEN,RED,I,GREEN,1,1349.9
4797,6006,1,colour,RED,GREEN,I,RED,1,721.14
4798,6006,1,colour,RED,RED,C,RED,1,638.23
4799,6006,1,colour,RED,GREEN,I,RED,1,562.9
4800,6006,1,colour,GREEN,RED,I,GREEN,1,721.92
4801,6006,1,colour,GREEN,GREEN,C,GREEN,1,1240.16
4802,6006,1,colour,RED,GREEN,I,RED,1,845.78
4803,6006,1,colour,GREEN,RED,I,GREEN,1,442.56
4804,6006,1,colour,GREEN,GREEN,C,GREEN,1,851.03
